Institution_OrgUEINum_C,Sum,Count,Institution_Name_C
Judge                   Jenna          L,5000.0,1,Judge                   Jenna          L
Jung                    Janelle        K,5700.0,1,Jung                    Janelle        K
Jung                    Lisa           H,5836.0,1,Jung                    Lisa           H
"Jung, Julie",138000.0,1,"Jung, Julie"
"Jung, Kenley Y",108000.0,1,"Jung, Kenley Y"
"Juno, James L",190000.0,1,"Juno, James L"
K198YYKJFZW6,275000.0,1,TPL LLC
K1EZDVCZHSN7,274727.0,1,CHANGEAERIAL LLC
K1Z8MLJBZW85,274990.0,1,FRIA LLC
K21RB9EGCKD5,222713.0,1,"ORBIT FAB, INC."
K22HWCCX3SJ6,256000.0,1,NAAMIRA BIOMEDICALS LLC
K25TMBQBHAQ5,150000.0,1,Lamprogen Inc
K2BANCKDAJJ9,224981.0,1,"SANGUINE BIOSCIENCES, INC."
K2CPD94EK494,275000.0,1,"TOWARD A BETTER HUMANITY, LLC"
K2KDJB5ALCM3,149673.0,1,"Zimmerman Associates, Inc."
K325RSJWKD25,123310.0,1,ANGEL CAPITAL ASSOCIATION
K34YUEJKPN64,409152.0,1,"INSTITUTE FOR PROTEIN INNOVATION, INC."
K395YU6LYNW3,50000.0,1,Indianapolis Zoological Society Inc
K3C4NMHHT633,978068.0,1,Environmental Defense Fund
K3HADPCE4VD4,225000.0,1,Proximity Biosciences LLC
K3QGXETK35W8,149966.0,1,"LayerBio, Inc."
K3WSSVTQG2E5,256000.0,1,"POMODYNE, INC."
Jucov                   Evgheni,5400.0,1,Jucov                   Evgheni
"Juarez, Bryan H",138000.0,1,"Juarez, Bryan H"
"Joyner, Valencia M",29500.0,1,"Joyner, Valencia M"
Jordan                  Amy            J,5836.0,1,Jordan                  Amy            J
Jones                   Scott,5400.0,1,Jones                   Scott
Jones                   William        A,5678.0,1,Jones                   William        A
"Jones, Anne K",28500.0,1,"Jones, Anne K"
"Jones, Anya R",0.0,1,"Jones, Anya R"
"Jones, Daniel Scott",216000.0,1,"Jones, Daniel Scott"
"Jones, Diamond T",300000.0,1,"Jones, Diamond T"
"Jones, Edna Luo",300000.0,1,"Jones, Edna Luo"
"Jones, Kristopher S",0.0,1,"Jones, Kristopher S"
"Jones, Leonard N",138000.0,1,"Jones, Leonard N"
"Jones, Samuel E I",240000.0,1,"Jones, Samuel E I"
"Jordan, Ashley Eliza",138000.0,1,"Jordan, Ashley Eliza"
Joyce                   Alyssa,147000.0,1,Joyce                   Alyssa
"Jordan, David A",135000.0,1,"Jordan, David A"
"Jordan, Mark A",99871.0,1,"Jordan, Mark A"
"Jordan, Stephen D",80000.0,1,"Jordan, Stephen D"
"Jorgenson, Regina A",83000.0,1,"Jorgenson, Regina A"
"Josefson, Chloe C",207000.0,1,"Josefson, Chloe C"
Joseph                  Craig          E,5700.0,1,Joseph                  Craig          E
"Joseph, Benjamin S",90000.0,1,"Joseph, Benjamin S"
Josephs                 Emily          B,216000.0,1,Josephs                 Emily          B
"Josephs, Emily B",40500.0,1,"Josephs, Emily B"
"Jovinelly, Eric Michael",190000.0,1,"Jovinelly, Eric Michael"
K4DLR58DKLH9,255851.0,1,"Inanovate, Inc."
K4H8MTCBYY93,218205.0,1,Grid Logic Incorporated
K4SXRG3EDHJ6,0.0,1,Wilberforce University
KBW8KJC952H4,99339.0,1,Ophir Corporation
K9YRPQSCRHG6,0.0,1,Shelton State Community College
KA26GJTYHJ56,255663.0,1,"ONCLAVE NETWORKS, INC."
KADLJXQ9ZNZ3,225000.0,1,"MEDNET, INC."
KAGHHK9PXTT5,256000.0,1,SENSIBLE WEATHER CO
KAGVCKJR53S6,225000.0,1,JAQ ENERGY LLC
KAINOS ENERGY CORPORATION,100000.0,1,KAINOS ENERGY CORPORATION
KAKMK3NR47N9,224479.0,1,TOPBOTS Inc
KAKVMHMPAVR7,256000.0,1,"IVU BIOLOGICS, INC."
KB4ZG18ZAR73,224355.0,1,"AUTOMAT SOLUTIONS, INC."
KBQJN3KE5853,224996.0,1,epoXtal LLC
KC2RGD3DS457,235506.0,1,BONDWELL TECHNOLOGIES LP
K9RJHJEMETT3,225000.0,1,SPREADSHEET LAB MANUAL LLC
KCAW-FM Raven Radio,349075.0,1,KCAW-FM Raven Radio
KCBPRATNNLE4,251958.0,1,RECURRENT MOTORS INC.
KCCFNEK2KN68,150000.0,1,E PAINT CO.
KCEFDML72122,466875.0,1,Clarivate Analytics (US) LLC
KCEMZZ9JN5B1,72183.0,1,North Hennepin Community College
KCKBAFDPP833,300000.0,1,Western Interstate Commission for Higher Education
KCQAV3ZMDAM9,256000.0,1,FRUGI BIOTECHNOLOGY INC.
KD3PY4RQN8A4,224968.0,1,"Natural Fiber Welding, Inc."
KD5QJ7CMC2E7,225000.0,1,SusTerea Biorenewables LLC
KD5TGBT7AKC9,325966.0,1,The Miriam Hospital
K9WGXCYCL619,552031.0,1,Mountwest Community & Technical College
K9ETEEDMDBN3,99969.0,1,Sheeta Global Technology Corp
K4X4M6X4XWH6,255779.0,1,TAKA SOLAR CORPORATION
K769EGGSYEQ3,256000.0,1,"BLOOM SURGICAL, INC."
K4XWTAZNP5S8,224892.0,1,BLOSSOM SURGICAL LLC
K54YY1UEZEQ4,255858.0,1,YARD STICK PBC
K557KMZL2UY5,255595.0,1,"Altigg Therapeutics, Inc."
K5FSG48CEBX7,292310.0,1,Soka University of America
K5H6ZMRW88Q4,225000.0,1,SOVE INC.
K5Q1JVNYFKP3,275000.0,1,OTORO ENERGY INC
K65YK4KR73K7,256000.0,1,RADIOSIGHT LLC
K6EQBUVXKSR7,224999.0,1,CLC GLOBAL-USA
K6MVKT1DFWW6,750000.0,1,Merced College
K6UGAJGNZHA8,299990.0,1,CHABOT-LAS POSITAS COMMUNITY COLLEGE DISTRICT
K7DNR8U1TL73,101250.0,1,Midway College
K9DJMEJ9B2A7,208946.0,1,Harrisburg Area Community College
K7K5N8L26UN3,149512.0,1,Sensimetrics Corporation
K7QLMB1MY4J7,100000.0,1,"Intelligent Micro Systems, Ltd."
K7QMPKYDZGE7,20518.0,1,"Desert Archaeology, Inc."
K7TKHVZDVUS1,274094.0,1,BANYU CARBON INC
K8JLGZSDVS89,46000.0,1,California State University-Sacramento
K8KTE53NVVL9,275000.0,1,DELAQUA PHARMACEUTICALS INC
K8MEQ9EUAL45,224934.0,1,SUNNY CLEAN WATER LLC
K8WDZGAUHZF1,275000.0,1,"ZEPSOR TECHNOLOGIES, INC."
K94NGTLP6LM6,225000.0,1,Quantum Diamond Technologies Inc
K98CSS1NHAJ9,64393.0,1,Speaking Place
KUE9LZCD4RY5,256000.0,1,"ENDEAVOR COMPOSITES, INC."
KUGHN38HK4T3,273111.0,1,"HOOFPRINT BIOME, INC."
Kimpo                   Rhea           R,100000.0,1,Kimpo                   Rhea           R
"Kessler, Daniel Allan",190000.0,1,"Kessler, Daniel Allan"
Kelly-Reif              Kaitlin        E,5300.0,1,Kelly-Reif              Kaitlin        E
"Kelson, Julia Rae",174000.0,1,"Kelson, Julia Rae"
"Kemeny, Preston Cosslett",180000.0,1,"Kemeny, Preston Cosslett"
Kemp                    Melissa        E,207000.0,1,Kemp                    Melissa        E
"Kemp, Dewey Dominique",150000.0,1,"Kemp, Dewey Dominique"
Kempe                   David          M,108000.0,1,Kempe                   David          M
"Kenagy, Hannah S",190000.0,1,"Kenagy, Hannah S"
Kenaley                 Christopher    P,123000.0,1,Kenaley                 Christopher    P
Kenkel                  Carly          D,169056.0,1,Kenkel                  Carly          D
Kennedy                 Aaron          D,86000.0,1,Kennedy                 Aaron          D
Kennedy                 Edward         H,150000.0,1,Kennedy                 Edward         H
Kennedy                 Jamie          L,5070.0,1,Kennedy                 Jamie          L
Kenney                  Jason          A,3000.0,1,Kenney                  Jason          A
"Kenseth, Christopher M",190000.0,1,"Kenseth, Christopher M"
Kent                    Graham         W,5836.0,1,Kent                    Graham         W
Kent                    Megan          R,5617.0,1,Kent                    Megan          R
Kent                    Richard        P,108000.0,1,Kent                    Richard        P
Kent                    Shia           T,5700.0,1,Kent                    Shia           T
"Kenyon, Brittany",138000.0,1,"Kenyon, Brittany"
Keogh                   Carolyn        L,70.0,1,Keogh                   Carolyn        L
Keremedjiev             Mark,130080.0,1,Keremedjiev             Mark
"Kerner Graphics, Inc.",0.0,1,"Kerner Graphics, Inc."
"Kerpoof, LLC",0.0,1,"Kerpoof, LLC"
"Kelly, Sean Patrick",200000.0,1,"Kelly, Sean Patrick"
"Kelly, Patrick Quinn",300000.0,1,"Kelly, Patrick Quinn"
"Kelly, Patrick",138000.0,1,"Kelly, Patrick"
Keesee                  Amy            M,3000.0,1,Keesee                  Amy            M
"Kean, Kiera Eloise",150000.0,1,"Kean, Kiera Eloise"
"Kearly, Alyssa",249000.0,1,"Kearly, Alyssa"
"Keating, Brian G",180000.0,1,"Keating, Brian G"
"Keegan, John M",34973.0,1,"Keegan, John M"
Keeley Kathleen,1.0,1,Keeley Kathleen
"Keeley, Melissa A",0.0,1,"Keeley, Melissa A"
Keen Home Inc.,150000.0,1,Keen Home Inc.
"Keen, Rachel M",180000.0,1,"Keen, Rachel M"
Keen-Zebert             Amanda         K,215401.0,1,Keen-Zebert             Amanda         K
Keenan                  Ryan           C,5617.0,1,Keenan                  Ryan           C
Keiper                  Timothy,5070.0,1,Keiper                  Timothy
"Kelly, Kevin Parsons",138000.0,1,"Kelly, Kevin Parsons"
"Kelemen, Evan Patrick",138000.0,1,"Kelemen, Evan Patrick"
Kelleher                Casey          L,150000.0,1,Kelleher                Casey          L
Kelley                  Amanda         L,148000.0,1,Kelley                  Amanda         L
Kelley                  Andrew         P,5678.0,1,Kelley                  Andrew         P
Kellner                 Corina         M,100000.0,1,Kellner                 Corina         M
Kelly                   Resa           M,3000.0,1,Kelly                   Resa           M
Kelly                   Tyler          L,150000.0,1,Kelly                   Tyler          L
Kelly                   Zachary        A,5400.0,1,Kelly                   Zachary        A
"Kelly, Elisa M",0.0,1,"Kelly, Elisa M"
"Kelly, Joseph Barrack",138000.0,1,"Kelly, Joseph Barrack"
Kersten                 Mike,5400.0,1,Kersten                 Mike
"Ketchum, Remi N",138000.0,1,"Ketchum, Remi N"
KUL7Z2MRFNM3,256000.0,1,SIGN-SPEAK Inc
Ketover                 Daniel         J,150000.0,1,Ketover                 Daniel         J
Kim                     Allen          J,5617.0,1,Kim                     Allen          J
Kim                     Chloe,5400.0,1,Kim                     Chloe
Kim                     Diana          S,5400.0,1,Kim                     Diana          S
Kim                     Diane          Y,5678.0,1,Kim                     Diane          Y
Kim                     Elizabeth      B,5070.0,1,Kim                     Elizabeth      B
Kim                     Habeom,5400.0,1,Kim                     Habeom
Kim                     HanSang,5070.0,1,Kim                     HanSang
Kim                     Jiye           G,5617.0,1,Kim                     Jiye           G
Kim                     Joseph         U,5617.0,1,Kim                     Joseph         U
Kim                     Karen          M,2500.0,1,Kim                     Karen          M
Kim                     Katherine      A,5617.0,1,Kim                     Katherine      A
Kim                     Michelle       J,86000.0,1,Kim                     Michelle       J
Kim                     Min            J,5700.0,1,Kim                     Min            J
Kim                     Paul           S,5070.0,1,Kim                     Paul           S
Kim                     Robin          E,5700.0,1,Kim                     Robin          E
Kim                     Soohong,138000.0,1,Kim                     Soohong
Kim                     Sora,3000.0,1,Kim                     Sora
Kim                     Tae            K,5836.0,1,Kim                     Tae            K
"Kim, Colin Y",249000.0,1,"Kim, Colin Y"
"Kim, Jisoo",180000.0,1,"Kim, Jisoo"
"Kim, Minjae",160000.0,1,"Kim, Minjae"
"Kim, Peter S",29500.0,1,"Kim, Peter S"
Kimel                   Sasha,5637.0,1,Kimel                   Sasha
Kilpatrick              Zachary        P,135000.0,1,Kilpatrick              Zachary        P
Kikuchi                 George         M,4203.0,1,Kikuchi                 George         M
Kikuchi                 David          W,140000.0,1,Kikuchi                 David          W
Khatchadourian          Raffi          T,5617.0,1,Khatchadourian          Raffi          T
"Keveren, Raymond E",40500.0,1,"Keveren, Raymond E"
"Khachatryan, George",40500.0,1,"Khachatryan, George"
"Khalil, Sarah",138000.0,1,"Khalil, Sarah"
Khamh                   Hniang,5400.0,1,Khamh                   Hniang
Khan                    Alia,5400.0,1,Khan                    Alia
Khan                    Anupama        Q,5070.0,1,Khan                    Anupama        Q
Khan                    Rizwanur       R,108000.0,1,Khan                    Rizwanur       R
"Khan, Ilyas Mason",190000.0,1,"Khan, Ilyas Mason"
Kharazi                 Amir           A,3000.0,1,Kharazi                 Amir           A
Kharitonova             Maria,5637.0,1,Kharitonova             Maria
Khatib                  Firas          D,123000.0,1,Khatib                  Firas          D
Kihei                   Billy,5070.0,1,Kihei                   Billy
Khetan                  Amit,108000.0,1,Khetan                  Amit
Khuri                   Marcus         A,108000.0,1,Khuri                   Marcus         A
Khush Inc.,150000.0,1,Khush Inc.
"Khuu, Thien Tung",300000.0,1,"Khuu, Thien Tung"
Kidd                    Daniel         W,5400.0,1,Kidd                    Daniel         W
Kidder                  Steven         B,157362.0,1,Kidder                  Steven         B
Kieft                   Brandon        P,5400.0,1,Kieft                   Brandon        P
Kientz                  Julie          A,1.0,1,Kientz                  Julie          A
Kieslich                Christopher    A,5678.0,1,Kieslich                Christopher    A
Kight                   Caitlin        R,176104.0,1,Kight                   Caitlin        R
Kazmer Research LLC,0.0,1,Kazmer Research LLC
Kaye                    Jason          P,32125.0,1,Kaye                    Jason          P
"Kawu, Ahmadu N",100000.0,1,"Kawu, Ahmadu N"
Kawamoto                Reid           Y,5400.0,1,Kawamoto                Reid           Y
KZHCRBX4RLA5,150000.0,1,"Immunant, Inc."
Kachergis               George,5836.0,1,Kachergis               George
"Kaczmarek, Elska B",240000.0,1,"Kaczmarek, Elska B"
Kae                     Andrew,5700.0,1,Kae                     Andrew
Kaemingk                Mark           A,140000.0,1,Kaemingk                Mark           A
"Kagan, David",38000.0,1,"Kagan, David"
"Kahane-Rapport, Shirel R",138000.0,1,"Kahane-Rapport, Shirel R"
"Kai Medical, Inc.",99499.0,1,"Kai Medical, Inc."
Kaiser                  Henry          J,1.0,1,Kaiser                  Henry          J
Kaiser                  Kristine,189000.0,1,Kaiser                  Kristine
Kaiser Foundation Research Institute,0.0,1,Kaiser Foundation Research Institute
"Gilmer, Humberto Bruce",300000.0,1,"Gilmer, Humberto Bruce"
"Kalai, Adam",90000.0,1,"Kalai, Adam"
"Kalashnikov, Dmitri Alexander",202000.0,1,"Kalashnikov, Dmitri Alexander"
"Kalinex, Inc.",0.0,1,"Kalinex, Inc."
"Kalos Technologies, Inc.",149967.0,1,"Kalos Technologies, Inc."
Kamaloo                 Elaheh,5070.0,1,Kamaloo                 Elaheh
Kamath                  Pauline        L,146142.0,1,Kamath                  Pauline        L
Kambhampati             Murty          S,10000.0,1,Kambhampati             Murty          S
Kambic                  Robert         E,138000.0,1,Kambic                  Robert         E
Kamenetska              Maria,123000.0,1,Kamenetska              Maria
Kamenetzky              Julia,89000.0,1,Kamenetzky              Julia
"Kamenski, Paul J",40500.0,1,"Kamenski, Paul J"
KZGBJQDTYKU7,225000.0,1,"Emoters, Inc."
KYK6U6EELCL1,256000.0,1,TERRAN ROBOTICS INC.
KYJCAR7L9ES5,255748.0,1,OPTERA LLP
KW91TBJ5F7A3,255976.0,1,"NANODIAN, INC."
KULMCCEAF6Q7,99750.0,1,SDR Engineering Consultants Inc
KUVVM6DUNJJ9,0.0,1,Winston-Salem/Forsyth County Schools
KUZ6SA4KG1V3,222910.0,1,"Medical Innovation Through Technology, Inc."
KVD6M8GA77A4,224924.0,1,"Expresso Logic, LLC"
KVFZD1F3QPH3,225000.0,1,2W iTech LLC
KVJTCYTDNF68,8500.0,1,"Department of Agriculture, National Finance Center"
KVKCNLH5EZ59,274890.0,1,"AVALANCHE ENERGY DESIGNS, INC."
KVU3DE1M77M6,99380.0,1,"Vocollect, Inc."
KVYMN6975KR5,255910.0,1,"PRAGMADX, INC."
KW2NMJ1EGY69,275000.0,1,OPAL HTM INC
KWEFMRYMFT65,95632.0,1,"Advanced Design Consulting, Inc."
KY1QMG9XBHZ9,256000.0,1,ACTIVECHARGE LLC
KWG5JV11RSH3,268117.0,1,Phillips Community College of the University of Arkansas
KWUAGKJCZQ29,275000.0,1,LATERAL.SYSTEMS LLC
KX7JEE3LRMT3,225000.0,1,"SEVEN BIOSCIENCES, INC."
KX7NKNGLXCM5,225000.0,1,INTELLIGENT DOTS LLC
KXH5UWGJJ4J4,99990.0,1,Polyron Materials Inc.
KXMEC8YAFWW3,747422.0,1,"VoiceVibes, Inc."
KXMKURAHLNE1,274727.0,1,WEKA BIOSCIENCES LLC
KXNRBQRMKPZ5,19980.0,1,Texas A&M Transportation Institute
KXVMAEJ8C419,225000.0,1,MIZAR IMAGING LLC
KXYCNRHUMM15,255646.0,1,WOLFZYC LLC
Kameyama                Hiroto,5070.0,1,Kameyama                Hiroto
Kamhi                   Jessica        F,5836.0,1,Kamhi                   Jessica        F
Kanda                   Kojun,138000.0,1,Kanda                   Kojun
Kass                    Jamie          M,5400.0,1,Kass                    Jamie          M
Karplus Marianne,194000.0,1,Karplus Marianne
Karr                    Elizabeth      A,0.0,1,Karr                    Elizabeth      A
Karre                   Jennifer       K,5637.0,1,Karre                   Jennifer       K
"Karthein, Jamie Michelle",300000.0,1,"Karthein, Jamie Michelle"
Karubian                Jordan,0.0,1,Karubian                Jordan
Karwan                  Diana          L,85000.0,1,Karwan                  Diana          L
"Kasbohm, Jennifer Jean",174000.0,1,"Kasbohm, Jennifer Jean"
Kaskaskia College,196342.0,1,Kaskaskia College
Kaslovsky               Daniel         N,240000.0,1,Kaslovsky               Daniel         N
Kaspari                 Susan          D,145100.0,1,Kaspari                 Susan          D
Katahara                John           K,5070.0,1,Katahara                John           K
"Karp, Allison Tyler",180000.0,1,"Karp, Allison Tyler"
Katerba                 Charles        W,5400.0,1,Katerba                 Charles        W
Kathleen M. Heideman,1.0,1,Kathleen M. Heideman
Katju                   Vaishali,120000.0,1,Katju                   Vaishali
"Katsevich, Annie",150000.0,1,"Katsevich, Annie"
Katz                    Yael,123000.0,1,Katz                    Yael
"Katzenstein, Jessica",138000.0,1,"Katzenstein, Jessica"
Katzman                 Tanya          L,5070.0,1,Katzman                 Tanya          L
Katzner                 Todd           E,147750.0,1,Katzner                 Todd           E
Kauffman Innovation Network,10000.0,1,Kauffman Innovation Network
Kavich                  Jerald         J,152775.0,1,Kavich                  Jerald         J
Karplus                 Marianne       S,5637.0,1,Karplus                 Marianne       S
Karnovsky               Nina           J,0.0,1,Karnovsky               Nina           J
Kane                    Daniel         M,135000.0,1,Kane                    Daniel         M
"Kapiamba, Alex Muteba",190000.0,1,"Kapiamba, Alex Muteba"
Kane                    Emily          A,207000.0,1,Kane                    Emily          A
"Kane, Haunani Hiilani",138000.0,1,"Kane, Haunani Hiilani"
Kang                    Hyunseung,150000.0,1,Kang                    Hyunseung
"Kannan, Siddarth Pavan",190000.0,1,"Kannan, Siddarth Pavan"
Kannappan               Sheila         J,0.0,1,Kannappan               Sheila         J
Kannen Chris,1.0,1,Kannen Chris
Kantor                  Paula          L,51512.0,1,Kantor                  Paula          L
Kao                     Justin         C,108000.0,1,Kao                     Justin         C
Kao                     Lien-Yung,150000.0,1,Kao                     Lien-Yung
"Kao-Kniffin, Jenny",150000.0,1,"Kao-Kniffin, Jenny"
Kaplan                  Aaron,5637.0,1,Kaplan                  Aaron
Karlstrom               Leif,170000.0,1,Karlstrom               Leif
"Kaplan, Elliot",150000.0,1,"Kaplan, Elliot"
"Kaplan, Nathan",40500.0,1,"Kaplan, Nathan"
Kapnick Sarah,86000.0,1,Kapnick Sarah
"Kapono, Clifford",138000.0,1,"Kapono, Clifford"
Kappes                  Branden        B,240000.0,1,Kappes                  Branden        B
Kappiyoor               Ravi,6111.0,1,Kappiyoor               Ravi
Kapsenberg              Lydia,194000.0,1,Kapsenberg              Lydia
Karaman                 Tatyana        A,50330.0,1,Karaman                 Tatyana        A
"Karin, Benjamin R",240000.0,1,"Karin, Benjamin R"
Karkare                 Kirit          S,300000.0,1,Karkare                 Kirit          S
Lawson                  Benjamin       J,400.0,1,Lawson                  Benjamin       J
Lawson                  Sarah          P,207000.0,1,Lawson                  Sarah          P
Jones                   John           M,189000.0,1,Jones                   John           M
"Manon, Christopher A",135000.0,1,"Manon, Christopher A"
"Malkin, Anton",90000.0,1,"Malkin, Anton"
Mallet                  Alfred,86000.0,1,Mallet                  Alfred
Mallett                 Seth           D,5400.0,1,Mallett                 Seth           D
Man                     Kingson,5617.0,1,Man                     Kingson
Mana                    Miyeko         D,5678.0,1,Mana                    Miyeko         D
"Manafzadeh, Armita Razieh",138000.0,1,"Manafzadeh, Armita Razieh"
Mandel                  Ilya,83000.0,1,Mandel                  Ilya
Mandelshtam             Olya,150000.0,1,Mandelshtam             Olya
"Mandelshtam, Yelena",190000.0,1,"Mandelshtam, Yelena"
"Manea, Catherine",330000.0,1,"Manea, Catherine"
Maneeratana             Vasana,74750.0,1,Maneeratana             Vasana
Mangahas                Johanna,150000.0,1,Mangahas                Johanna
Mangum                  Chad           R,5070.0,1,Mangum                  Chad           R
Manicke                 Nicholas       E,5637.0,1,Manicke                 Nicholas       E
Manion                  Andrew         J,150000.0,1,Manion                  Andrew         J
"Manlick, Philip J",138000.0,1,"Manlick, Philip J"
Mann                    Kathryn,150000.0,1,Mann                    Kathryn
Mann                    Thomas         C,138000.0,1,Mann                    Thomas         C
Mann                    Timothy        A,5700.0,1,Mann                    Timothy        A
"Mann, Elizabeth D",108000.0,1,"Mann, Elizabeth D"
"Mann, Michael Everett",174000.0,1,"Mann, Michael Everett"
"Mann, William R",90000.0,1,"Mann, William R"
Manning                 Jason          F,108000.0,1,Manning                 Jason          F
"Malik, Rondy",138000.0,1,"Malik, Rondy"
Maldonado               Elisa          M,189000.0,1,Maldonado               Elisa          M
"Maldague, Dominique Francoise",150000.0,1,"Maldague, Dominique Francoise"
Mah                     Christopher    L,129023.0,1,Mah                     Christopher    L
Magana                  Alexandra      L,5700.0,1,Magana                  Alexandra      L
Maggio                  Charles        D,5617.0,1,Maggio                  Charles        D
"Magid, Aaron D",135000.0,1,"Magid, Aaron D"
"Magill, Nicole",190000.0,1,"Magill, Nicole"
Magliocca               Nicholas       R,5000.0,1,Magliocca               Nicholas       R
MagnnPro,149962.0,1,MagnnPro
Magnotti                Gina           M,5070.0,1,Magnotti                Gina           M
Maguffin Scott,87000.0,1,Maguffin Scott
Maguire                 Ross           R,174000.0,1,Maguire                 Ross           R
"Magwene, Paul M",100000.0,1,"Magwene, Paul M"
Mahan                   Hayden         R,5400.0,1,Mahan                   Hayden         R
Maksimova               Ekaterina      V,174000.0,1,Maksimova               Ekaterina      V
Maharishi University of Management,334928.0,1,Maharishi University of Management
"Maher, Zachary K",160000.0,1,"Maher, Zachary K"
"Mahmood, Zuhaib Sheikh",138000.0,1,"Mahmood, Zuhaib Sheikh"
"Mahood, Elizabeth Hesterlene",249000.0,1,"Mahood, Elizabeth Hesterlene"
Maier                   Michelle       A,836.0,1,Maier                   Michelle       A
Mailhiot                Sarah,5400.0,1,Mailhiot                Sarah
Mailloux                Shay,5836.0,1,Mailloux                Shay
Maine Research and Technology Co. Inc,100000.0,1,Maine Research and Technology Co. Inc
Major                   Candace        O,97278.0,1,Major                   Candace        O
Major                   John,1.0,1,Major                   John
Manohar                 Krithika,150000.0,1,Manohar                 Krithika
"Mansfeld, Ben Nathan",216000.0,1,"Mansfeld, Ben Nathan"
Madsen                  Gregory        J,156492.0,1,Madsen                  Gregory        J
Mantz                   Yves           A,129910.0,1,Mantz                   Yves           A
Marks                   Andrew         S,150000.0,1,Marks                   Andrew         S
Marks                   Elizabeth      A,5700.0,1,Marks                   Elizabeth      A
Marks                   Joshua         A,5070.0,1,Marks                   Joshua         A
"Marks, Rose Anna",216000.0,1,"Marks, Rose Anna"
Markstrum               Shane,5637.0,1,Markstrum               Shane
Marlon                  Jennifer       R,170000.0,1,Marlon                  Jennifer       R
Marnell                 Daniel         J,5070.0,1,Marnell                 Daniel         J
Marquez                 Emily          C,5617.0,1,Marquez                 Emily          C
"Marquez, Alan",300000.0,1,"Marquez, Alan"
"Marriage, Tobias A",28300.0,1,"Marriage, Tobias A"
Marshall                Emily          A,5070.0,1,Marshall                Emily          A
Marshall                Jill           A,87000.0,1,Marshall                Jill           A
"Marshall, Julia",138000.0,1,"Marshall, Julia"
"Marshall, Nicholas Fox",150000.0,1,"Marshall, Nicholas Fox"
Marti                   Anne,5070.0,1,Marti                   Anne
Marti                   Erica          J,5070.0,1,Marti                   Erica          J
Martin                  Amanda         C,70.0,1,Martin                  Amanda         C
Martin                  Emily          C,100000.0,1,Martin                  Emily          C
Martin                  Jennifer,1.0,1,Martin                  Jennifer
Martin                  Joseph         D,76519.0,1,Martin                  Joseph         D
Martin                  Kimball,108000.0,1,Martin                  Kimball
Martin                  Matthew        N,5678.0,1,Martin                  Matthew        N
Martin                  Raleigh        L,85000.0,1,Martin                  Raleigh        L
Markovich               Katherine      H,174000.0,1,Markovich               Katherine      H
Markoff                 Sera           B,180000.0,1,Markoff                 Sera           B
Market Design,150000.0,1,Market Design
Marcilla                Travis,5070.0,1,Marcilla                Travis
Manufacturing Instrumentation Consultant Company,99297.0,1,Manufacturing Instrumentation Consultant Company
"ManyWheels, Inc.",150000.0,1,"ManyWheels, Inc."
"Manzano, Sylvia",120000.0,1,"Manzano, Sylvia"
Mao                     KuoRay,5617.0,1,Mao                     KuoRay
Marable                 Matthew        K,5700.0,1,Marable                 Matthew        K
"Marante Valdes, Carlos Antonio",300000.0,1,"Marante Valdes, Carlos Antonio"
Marberg                 Eric,150000.0,1,Marberg                 Eric
Marceau                 Joshua         O,138000.0,1,Marceau                 Joshua         O
Marcellus               Kimberlee      A,5836.0,1,Marcellus               Kimberlee      A
Marchand                David          J,5921.0,1,Marchand                David          J
Marcus                  Adam           W,135000.0,1,Marcus                  Adam           W
Markelz                 Robert         J,216000.0,1,Markelz                 Robert         J
Marcus                  Tamara         S,5400.0,1,Marcus                  Tamara         S
Marenco                 Katherine      N,160000.0,1,Marenco                 Katherine      N
Margalit                Dan,108000.0,1,Margalit                Dan
Marhaver                Kristen        L,190000.0,1,Marhaver                Kristen        L
"MariCal, Inc.",0.0,1,"MariCal, Inc."
Marietta Geoff E,150000.0,1,Marietta Geoff E
Marine Biomedical Technologies Inc.,150000.0,1,Marine Biomedical Technologies Inc.
Marino                  Anthony        R,5637.0,1,Marino                  Anthony        R
Marino                  John           A,138000.0,1,Marino                  John           A
"Marino, Stephen F",100440.0,1,"Marino, Stephen F"
"Madsen, Anastasia",240000.0,1,"Madsen, Anastasia"
Madison-Villar          Mercedita      J,189000.0,1,Madison-Villar          Mercedita      J
Lawson                  Tyler          D,108000.0,1,Lawson                  Tyler          D
MU9XTRELF9B1,225000.0,1,"Subspace Labs, Inc."
MQ8NZ4DKHFZ3,930939.0,1,Seattle Public Schools
MQKPC5MHRN99,255909.0,1,NOMIS POWER GROUP LLC
MQL5UGMU51V9,99983.0,1,Rann Research Corporation
MQNLLDMDW6K6,25000.0,1,Analytical Software Inc.
MQQUYYDNBMX1,649383.0,1,Albertus Magnus College
MQS1RLL5DMY8,0.0,1,"Sentrana, Incorporated"
MQYDD4MY5HB5,399995.0,1,Champlain College Incorporated
MR4ZCJJQHHP5,256000.0,1,"RAMONA OPTICS, INC."
MRDLCLW1SH57,255990.0,1,"PARAMITA THERAPEUTICS, INC."
MRSWMVK2KXW7,274362.0,1,RT MICRODX INC.
MS TECHNOLOGY,100000.0,1,MS TECHNOLOGY
MSDGNE7AC4E8,282864.0,1,Society For Prevention Research
"MSE Technology Applications, Inc.",99969.0,1,"MSE Technology Applications, Inc."
MSLBHEYCYWP3,0.0,1,American Society of Human Genetics
